experiment,run,algorithm,feasible,cost,runtime_ms,expanded_states,nodes,degree,sigma_pct,tank_liters,initial_fuel_liters,efficiency_km_per_liter,seed,source,target,path
exp2_price_variance,4,dijkstra,True,2576.214330353035,125.8432,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,5,dijkstra,True,2576.214330353035,128.1619,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,6,dijkstra,True,2576.214330353035,125.3485,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,7,dijkstra,True,2576.214330353035,126.8586,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,8,dijkstra,True,2576.214330353035,126.1539,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,9,dijkstra,True,2576.214330353035,124.4893,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,0,greedy,False,inf,82.0709,16000,100,5,20.0,40.0,28.0,10.0,42,N0,N99,
exp2_price_variance,1,greedy,False,inf,80.3,16000,100,5,20.0,40.0,28.0,10.0,42,N0,N99,
exp2_price_variance,2,greedy,False,inf,80.6716,16000,100,5,20.0,40.0,28.0,10.0,42,N0,N99,
exp2_price_variance,3,greedy,False,inf,80.2941,16000,100,5,20.0,40.0,28.0,10.0,42,N0,N99,
exp2_price_variance,4,greedy,False,inf,81.7225,16000,100,5,20.0,40.0,28.0,10.0,42,N0,N99,
exp2_price_variance,5,greedy,False,inf,79.97,16000,100,5,20.0,40.0,28.0,10.0,42,N0,N99,
exp2_price_variance,6,greedy,False,inf,80.7452,16000,100,5,20.0,40.0,28.0,10.0,42,N0,N99,
exp2_price_variance,7,greedy,False,inf,80.2398,16000,100,5,20.0,40.0,28.0,10.0,42,N0,N99,
exp2_price_variance,8,greedy,False,inf,79.8624,16000,100,5,20.0,40.0,28.0,10.0,42,N0,N99,
exp2_price_variance,9,greedy,False,inf,80.3906,16000,100,5,20.0,40.0,28.0,10.0,42,N0,N99,
exp2_price_variance,0,dynamic_programming,True,2576.214330353035,125.1242,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,1,dynamic_programming,True,2576.214330353035,123.4425,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,2,dynamic_programming,True,2576.214330353035,123.6467,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,3,dynamic_programming,True,2576.214330353035,124.6925,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,4,dynamic_programming,True,2576.214330353035,127.2089,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,5,dynamic_programming,True,2576.214330353035,124.9777,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,6,dynamic_programming,True,2576.214330353035,124.8032,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,7,dynamic_programming,True,2576.214330353035,125.2876,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,8,dynamic_programming,True,2576.214330353035,126.3182,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,9,dynamic_programming,True,2576.214330353035,125.9081,3527,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,0,standard_astar,True,2654.8703989421983,293.0125,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,1,standard_astar,True,2654.8703989421983,294.4163,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,2,standard_astar,True,2654.8703989421983,302.9534,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,3,standard_astar,True,2654.8703989421983,297.0273,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,4,standard_astar,True,2654.8703989421983,297.0295,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,5,standard_astar,True,2654.8703989421983,298.8233,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,6,standard_astar,True,2654.8703989421983,296.4311,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,7,standard_astar,True,2654.8703989421983,302.2295,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,8,standard_astar,True,2654.8703989421983,299.8905,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,9,standard_astar,True,2654.8703989421983,294.4236,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,0,rf_astar,True,2654.8703989421983,296.8016,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,1,rf_astar,True,2654.8703989421983,299.7889,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,2,rf_astar,True,2654.8703989421983,298.8925,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,3,rf_astar,True,2654.8703989421983,299.2454,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,4,rf_astar,True,2654.8703989421983,299.0881,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,5,rf_astar,True,2654.8703989421983,299.6324,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,6,rf_astar,True,2654.8703989421983,299.6159,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,7,rf_astar,True,2654.8703989421983,297.1317,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,8,rf_astar,True,2654.8703989421983,297.3386,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,9,rf_astar,True,2654.8703989421983,300.821,10809,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,0,pf_astar,True,2576.214330353035,63.7665,2428,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,1,pf_astar,True,2576.214330353035,63.2463,2428,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,2,pf_astar,True,2576.214330353035,63.076,2428,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,3,pf_astar,True,2576.214330353035,63.7331,2428,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,4,pf_astar,True,2576.214330353035,64.2356,2428,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,5,pf_astar,True,2576.214330353035,63.0357,2428,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,6,pf_astar,True,2576.214330353035,63.91,2428,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,7,pf_astar,True,2576.214330353035,64.3104,2428,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,8,pf_astar,True,2576.214330353035,63.1394,2428,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp2_price_variance,9,pf_astar,True,2576.214330353035,63.0981,2428,100,5,20.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,0,dijkstra,True,3922.8162014329296,27.8377,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,1,dijkstra,True,3922.8162014329296,30.0898,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,2,dijkstra,True,3922.8162014329296,27.4831,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,3,dijkstra,True,3922.8162014329296,27.3123,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,4,dijkstra,True,3922.8162014329296,27.327,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,5,dijkstra,True,3922.8162014329296,27.2251,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,6,dijkstra,True,3922.8162014329296,27.5063,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,7,dijkstra,True,3922.8162014329296,27.3824,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,8,dijkstra,True,3922.8162014329296,27.3766,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,9,dijkstra,True,3922.8162014329296,27.3662,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,0,greedy,False,inf,37.0483,8000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,
exp3_tank_capacity,1,greedy,False,inf,37.0893,8000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,
exp3_tank_capacity,2,greedy,False,inf,37.0086,8000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,
exp3_tank_capacity,3,greedy,False,inf,37.0403,8000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,
exp3_tank_capacity,4,greedy,False,inf,37.2548,8000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,
exp3_tank_capacity,5,greedy,False,inf,37.1668,8000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,
exp3_tank_capacity,6,greedy,False,inf,37.4462,8000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,
exp3_tank_capacity,7,greedy,False,inf,37.5716,8000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,
exp3_tank_capacity,8,greedy,False,inf,38.3402,8000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,
exp3_tank_capacity,9,greedy,False,inf,37.4666,8000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,
exp3_tank_capacity,0,dynamic_programming,True,3922.8162014329296,27.6673,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,1,dynamic_programming,True,3922.8162014329296,27.3291,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,2,dynamic_programming,True,3922.8162014329296,27.563,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,3,dynamic_programming,True,3922.8162014329296,27.5541,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,4,dynamic_programming,True,3922.8162014329296,27.5397,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,5,dynamic_programming,True,3922.8162014329296,27.241,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,6,dynamic_programming,True,3922.8162014329296,27.9654,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,7,dynamic_programming,True,3922.8162014329296,27.3977,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,8,dynamic_programming,True,3922.8162014329296,27.3302,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,9,dynamic_programming,True,3922.8162014329296,27.5339,2000,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,0,standard_astar,True,3922.8162014329296,52.223,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,1,standard_astar,True,3922.8162014329296,51.7612,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,2,standard_astar,True,3922.8162014329296,52.6918,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,3,standard_astar,True,3922.8162014329296,51.5353,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,4,standard_astar,True,3922.8162014329296,51.337,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,5,standard_astar,True,3922.8162014329296,51.7167,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,6,standard_astar,True,3922.8162014329296,52.0949,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,7,standard_astar,True,3922.8162014329296,52.2153,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,8,standard_astar,True,3922.8162014329296,51.9085,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,9,standard_astar,True,3922.8162014329296,51.53,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,0,rf_astar,True,3922.8162014329296,51.6283,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,1,rf_astar,True,3922.8162014329296,53.3085,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,2,rf_astar,True,3922.8162014329296,52.2832,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,3,rf_astar,True,3922.8162014329296,51.5085,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,4,rf_astar,True,3922.8162014329296,51.4672,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,5,rf_astar,True,3922.8162014329296,51.94,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,6,rf_astar,True,3922.8162014329296,53.3654,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,7,rf_astar,True,3922.8162014329296,55.226,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,8,rf_astar,True,3922.8162014329296,52.2257,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,9,rf_astar,True,3922.8162014329296,52.1024,3947,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,0,pf_astar,True,3922.8162014329296,18.9357,1286,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,1,pf_astar,True,3922.8162014329296,19.1416,1286,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,2,pf_astar,True,3922.8162014329296,18.9725,1286,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,3,pf_astar,True,3922.8162014329296,19.0315,1286,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,4,pf_astar,True,3922.8162014329296,18.8698,1286,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,5,pf_astar,True,3922.8162014329296,18.8765,1286,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,6,pf_astar,True,3922.8162014329296,18.8642,1286,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,7,pf_astar,True,3922.8162014329296,18.8848,1286,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,8,pf_astar,True,3922.8162014329296,18.9027,1286,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,9,pf_astar,True,3922.8162014329296,18.9381,1286,100,5,10.0,20.0,14.0,10.0,42,N0,N99,N0->N65->N37->N68->N96->N61->N59->N11->N5->N30->N53->N45->N99
exp3_tank_capacity,0,dijkstra,True,3214.107165176517,121.1159,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,1,dijkstra,True,3214.107165176517,120.414,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,2,dijkstra,True,3214.107165176517,119.6987,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,3,dijkstra,True,3214.107165176517,122.7711,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,4,dijkstra,True,3214.107165176517,121.3982,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,5,dijkstra,True,3214.107165176517,120.7027,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,6,dijkstra,True,3214.107165176517,119.7169,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,7,dijkstra,True,3214.107165176517,119.4683,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,8,dijkstra,True,3214.107165176517,122.9365,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,9,dijkstra,True,3214.107165176517,121.2674,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,0,greedy,False,inf,81.4919,16000,100,5,10.0,40.0,28.0,10.0,42,N0,N99,
exp3_tank_capacity,1,greedy,False,inf,80.2802,16000,100,5,10.0,40.0,28.0,10.0,42,N0,N99,
exp3_tank_capacity,2,greedy,False,inf,80.5019,16000,100,5,10.0,40.0,28.0,10.0,42,N0,N99,
exp3_tank_capacity,3,greedy,False,inf,80.5354,16000,100,5,10.0,40.0,28.0,10.0,42,N0,N99,
exp3_tank_capacity,4,greedy,False,inf,80.5116,16000,100,5,10.0,40.0,28.0,10.0,42,N0,N99,
exp3_tank_capacity,5,greedy,False,inf,81.2063,16000,100,5,10.0,40.0,28.0,10.0,42,N0,N99,
exp3_tank_capacity,6,greedy,False,inf,80.5285,16000,100,5,10.0,40.0,28.0,10.0,42,N0,N99,
exp3_tank_capacity,7,greedy,False,inf,79.9311,16000,100,5,10.0,40.0,28.0,10.0,42,N0,N99,
exp3_tank_capacity,8,greedy,False,inf,81.671,16000,100,5,10.0,40.0,28.0,10.0,42,N0,N99,
exp3_tank_capacity,9,greedy,False,inf,80.3564,16000,100,5,10.0,40.0,28.0,10.0,42,N0,N99,
exp3_tank_capacity,0,dynamic_programming,True,3214.107165176517,121.8098,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,1,dynamic_programming,True,3214.107165176517,121.3295,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,2,dynamic_programming,True,3214.107165176517,120.2068,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,3,dynamic_programming,True,3214.107165176517,122.1755,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,4,dynamic_programming,True,3214.107165176517,119.8451,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,5,dynamic_programming,True,3214.107165176517,121.2807,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,6,dynamic_programming,True,3214.107165176517,120.4669,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
exp3_tank_capacity,7,dynamic_programming,True,3214.107165176517,119.6015,3575,100,5,10.0,40.0,28.0,10.0,42,N0,N99,N0->N65->N37->N48->N63->N61->N59->N80->N52->N5->N30->N53->N45->N99
